id_cliente,idade,renda,tempo_emprego_anos,valor_divida,num_atrasos_12m,utilizacao_credito,possui_cartao_credito,score_interno,relacao_divida_renda,inadimplente,faixa_idade,faixa_renda,alto_endividamento,faixa_tempo_emprego,cliente_novo
19,-0.35318647999197345,0.3583223116146808,1.4100011398099388,1.3776238140731012,-0.4001820394951169,-0.3448094954042402,1,-0.22720919129334763,1.3768935384017296,0,36-45,2k-4k,1,10+ anos,0
20,1.6832277076303042,1.2995402811968635,0.7492018475629296,1.1199100385201284,0.4485603560406559,-0.36350899893764627,1,1.1579487666771489,0.25867666440111914,0,60+,2k-4k,1,5-10 anos,0
21,-1.667002084909572,-0.10132962855191713,0.46010215720486297,0.720722967570468,-0.4001820394951169,0.29720679257603344,1,3.7303849743366424,1.1724434383046032,1,18-25,até 2k,1,5-10 anos,0
22,-0.22180491950021358,0.4357729905295907,-0.9440963388200316,1.7689712909781377,-0.4001820394951169,-0.58166987349405,0,-1.179505287398064,1.725988607275055,1,36-45,2k-4k,1,até 1 ano,0
23,1.092010685417385,-0.3465701368027829,-1.0060462724681887,-0.8920885226636954,1.2973027515764286,-1.4605465395641333,1,0.4282673423891195,-1.1516117811668152,0,60+,até 2k,0,até 1 ano,0
24,0.17233976197506598,1.484376450886785,-0.7582465378755602,1.785404466308237,-0.4001820394951169,-0.1702807957591173,0,-0.5487637172507843,0.6842666686849337,0,46-60,2k-4k,1,1-3 anos,0
25,0.6978660039421054,-0.7517364785421555,0.10905253319863947,-0.20544498692724564,-1.2489244350308897,-0.6564678876276742,1,2.036039972176303,0.6216799033490784,0,46-60,até 2k,1,5-10 anos,0
26,-1.667002084909572,2.1614729468071108,-0.4691468475174937,3.8813672339592475,1.2973027515764286,-1.6226089035203186,1,-1.3279150686091887,1.6856549140586146,1,18-25,4k-8k,1,1-3 anos,0
27,-0.4188772602378533,-0.3065679351825242,-0.4691468475174937,0.8216401790803899,-0.4001820394951169,-0.21391297067039808,0,0.626147050670619,1.705126352163103,0,36-45,até 2k,1,1-3 anos,0
28,0.36941210271270575,-1.0183840188654438,1.2241513388654677,-0.4192823248433692,-0.4001820394951169,-1.3670490218971032,1,-1.3773849956795634,0.6647952305804454,0,46-60,até 2k,1,10+ anos,0
29,-1.0100942824507726,-0.16317216565002646,1.3274012282790628,-0.6734369059674801,0.4485603560406559,-0.10171594946996182,1,-0.30141408189890995,-0.873448379674126,1,26-35,até 2k,1,10+ anos,0
30,-0.35318647999197345,-0.7545022449597812,1.471951073458096,-0.020685330864809264,-0.4001820394951169,-1.2112198257853863,0,-0.016962001244254402,1.0542239926702104,0,36-45,até 2k,1,10+ anos,0
31,1.092010685417385,0.5974320376398095,-0.6136966926965269,-0.8783060105529851,0.4485603560406559,-0.4196075095378644,1,1.071376394303993,-1.3491077962266247,0,60+,2k-4k,0,1-3 anos,0
32,-0.15611413925433365,-0.7375204391555596,0.21230242261223467,-0.03074942142747204,0.4485603560406559,-0.15158129222571126,1,-1.0558304697221268,0.9916372273343551,0,36-45,até 2k,1,5-10 anos,0
33,1.4204645866467847,-0.6067365644874352,-0.6756466263446841,0.3182295923224172,-1.2489244350308897,1.7807007395595777,1,0.6756169777409938,1.4422619377525117,0,60+,até 2k,1,1-3 anos,0
34,-0.024732578762573794,-1.0183840188654438,-0.7788965157582792,-0.7750238080080958,-0.4001820394951169,0.4655023243766875,1,0.03250792582612047,-0.39083487808431033,0,36-45,até 2k,1,1-3 anos,0
35,0.960629124925625,-0.610811460342737,-0.7995464936409983,-0.15848703621909271,-0.4001820394951169,0.48420182791009353,0,0.2798575611779949,0.47008084953556284,0,46-60,até 2k,1,1-3 anos,0
36,0.04095820148330613,-1.0183840188654438,-0.5723967369310888,-0.7196315031336535,-1.2489244350308897,-0.42584067738233305,0,0.9600690583956494,-0.22671847120362354,0,36-45,até 2k,1,1-3 anos,0
37,-0.747331161467253,-1.0183840188654438,-0.42784689175205565,-0.7107101013086777,-1.2489244350308897,0.05411324664175486,1,-1.2537101780036264,-0.2002929480618182,0,26-35,até 2k,1,1-3 anos,0
38,-0.8130219417131329,0.49764318529187646,0.8318017590938058,-0.26231248422943976,0.4485603560406559,-0.12041545300336787,0,0.8116592771845248,-0.6411819394277305,0,26-35,2k-4k,1,5-10 anos,0
39,1.2890830261550248,0.5287857151543409,-0.8821464051718745,1.1664980203337025,-1.2489244350308897,-1.2236861614743235,0,-0.5487637172507843,0.9290504619985002,1,60+,2k-4k,1,até 1 ano,1
40,1.5518461471385443,0.12170177536541461,0.3568522677912678,1.2282594099755817,0.4485603560406559,-0.28871098480402224,1,1.0961113578391803,1.5326650432376356,0,60+,2k-4k,1,5-10 anos,0
41,1.092010685417385,-0.9124643842917737,-0.22134711292486525,0.004725444097037632,-1.2489244350308897,-0.46323968444914515,1,0.34169497001596344,1.5479640303197337,0,60+,até 2k,1,3-5 anos,0
42,1.6175369273844242,-0.3127263750724371,-0.654996648461965,-0.8619758645353,-1.2489244350308897,-0.43207384522680176,1,-0.19010674599056648,-1.1126689049578387,0,60+,até 2k,0,1-3 anos,0
43,-1.601311304663692,-0.2764303004517967,-0.3039470244557414,0.6251164488004528,-1.2489244350308897,1.6311047112923303,0,-0.5734986807859718,1.3198700410957285,0,18-25,até 2k,1,3-5 anos,0
44,0.6321752236962255,-1.0062607427348513,-0.634346670579246,-0.34851055351579296,-1.2489244350308897,0.5839325134215925,0,0.8240267589521185,0.8414289905283031,1,46-60,até 2k,1,1-3 anos,0
45,1.5518461471385443,1.5944723927510698,-0.07679726774583194,-0.08826319350753846,-0.4001820394951169,1.855498753693202,1,1.2568886208178986,-0.8414595885024668,0,60+,2k-4k,1,3-5 anos,0
46,-1.3385481836801723,0.6444500667394454,-0.42784689175205565,-1.0023767184527652,-0.4001820394951169,0.8893577378005575,0,-0.5116612719480031,-1.486798679965506,0,18-25,2k-4k,0,1-3 anos,0
47,-0.4188772602378533,-0.4477787492450973,-0.8201964715237173,-0.7152714899582978,1.2973027515764286,0.19124293922006586,1,-1.1053003967925017,-0.7886085422188558,1,36-45,até 2k,1,até 1 ano,0
48,-1.2071666231884124,-0.2508746187529357,-0.8821464051718745,0.7338873038066919,-0.4001820394951169,-0.30117732049295964,1,0.7003519412761813,1.4492160227898288,0,26-35,até 2k,1,até 1 ano,0
49,0.7635567841879853,-0.09038641275951177,-0.18004715715942715,0.26427969782177685,2.1460451471122015,-1.1925203222519802,0,-1.4144874409823447,0.4798165685878071,0,46-60,2k-4k,1,3-5 anos,0
50,-0.6159496009754931,-1.0183840188654438,1.3893511619272196,-0.3790353288938462,-0.4001820394951169,-0.30117732049295964,1,-1.2784451415388138,0.7844054932223016,1,26-35,até 2k,1,10+ anos,0
51,-1.535620524417812,-0.46721286793961364,-0.5723967369310888,-0.7421761899501537,-1.2489244350308897,-0.29494415264849094,1,-1.0434629879545332,-0.8275514184278323,0,18-25,até 2k,1,1-3 anos,0
52,-0.15611413925433365,-0.7550553982433063,0.3568522677912678,-0.14041007504092676,-0.4001820394951169,0.6462641918662793,1,-0.4003539360396597,0.7788422251924478,0,36-45,até 2k,1,5-10 anos,0
53,-0.8787127219590128,-0.9301099740362254,0.10905253319863947,-1.187159790268023,-0.4001820394951169,-0.06431694240314974,1,-1.3031801050740013,-1.6230987466969233,0,26-35,até 2k,0,5-10 anos,0
54,1.4861553668926644,-0.49199413504153927,1.7610507638161628,-0.5329189732859074,0.4485603560406559,-1.310950511296885,1,-1.9091867116860934,-0.4158695842186524,1,60+,até 2k,1,10+ anos,0
55,-1.2071666231884124,2.1548074497406335,0.7698518254456486,2.0362246442305723,0.4485603560406559,1.4877418508695506,1,-1.1053003967925017,0.45895431347585525,0,26-35,4k-8k,1,5-10 anos,0
56,-0.09042335900845372,0.3561557945875404,-0.13874720139398902,-0.797165743876067,-0.4001820394951169,-1.6662410784315995,0,0.6508820142058064,-1.2128077294952069,0,36-45,2k-4k,0,3-5 anos,0
57,1.6832277076303042,-0.6875338207676724,0.10905253319863947,0.08611860090442736,1.2973027515764286,0.8831245699560888,0,-1.2413426962360326,1.1390638301254805,0,60+,até 2k,1,5-10 anos,0
58,-1.667002084909572,0.27910154219249,1.3480512061617818,-0.560797768595136,-0.4001820394951169,-0.5567372021161752,1,-0.3261490454340974,-0.9040463538383219,0,18-25,2k-4k,0,10+ anos,0
59,-0.48456804048373325,1.4152876057744967,-0.4691468475174937,1.5563937205638085,-1.2489244350308897,1.6560373826702048,1,1.9371001180355532,0.5465757849460523,0,36-45,2k-4k,1,1-3 anos,0
60,0.04095820148330613,0.7062741653947706,-0.5930467148138079,0.1386307681818303,-0.4001820394951169,-0.6253020484053307,0,-0.029329483011848123,-0.31155830865889395,0,36-45,2k-4k,1,1-3 anos,0
61,1.2890830261550248,-0.22298647404187713,-0.9853962945854697,0.07667268621625095,0.4485603560406559,-0.5442708664272379,1,0.35406245178355716,0.35047058689370664,0,60+,até 2k,1,até 1 ano,0
62,-1.3385481836801723,-0.7341001080190962,0.8111517812110869,-1.05864477248273,-0.4001820394951169,-0.5754367056495813,1,-0.9197881702785959,-1.3477169792191612,0,18-25,até 2k,0,5-10 anos,0
63,1.092010685417385,0.42300436890155235,0.6666019360320534,-1.1724781132489686,-0.4001820394951169,-1.1114891402738876,1,2.15971478985224,-1.6620416229058999,0,60+,2k-4k,0,5-10 anos,0
64,-1.2728574034342923,0.08900119708768761,-0.8821464051718745,1.1207998371273442,-1.2489244350308897,0.3470721353317829,1,-0.5240287537155969,1.4408711207450484,0,18-25,2k-4k,1,até 1 ano,1
65,1.2890830261550248,0.6675995316549721,-0.11809722351127006,-0.3302556326161839,-1.2489244350308897,-0.35727583109317756,1,-0.2148417095257539,-0.783045274189002,0,60+,2k-4k,1,3-5 anos,0
66,0.5007936632044656,0.34965624350612035,-0.3658969581038985,1.1604801718585875,-1.2489244350308897,-0.7374990696057668,1,1.3187260296558672,1.127937294065773,0,46-60,2k-4k,1,3-5 anos,0
67,-0.8787127219590128,0.876848199591136,-0.8821464051718745,2.352056318286405,-1.2489244350308897,0.44680282084328143,1,-0.16537178245537903,1.753804947424324,0,26-35,2k-4k,1,até 1 ano,1
68,-0.681640381221373,-0.6648176592575737,3.0619993704274617,-0.880759981448674,-0.4001820394951169,1.0888191088235553,0,0.05724288936130791,-0.9861045572786652,0,26-35,até 2k,0,10+ anos,0
69,0.5664844434503455,1.2805486851291674,-0.7582465378755602,-0.1386117452242387,-0.4001820394951169,-0.5006386915159573,0,-0.2643116365961288,-0.7983442612710999,0,46-60,2k-4k,1,1-3 anos,0
70,1.4861553668926644,-0.10033395264157197,-0.9440963388200316,0.32563833651512675,-0.4001820394951169,-1.0304579582957947,1,-0.25194415482853505,0.5827370271401019,0,60+,até 2k,1,até 1 ano,0
71,0.8292475644338653,2.7644837796206376,-0.07679726774583194,4.545128896038568,-1.2489244350308897,-0.6253020484053307,0,0.3787974153187446,1.6355855017899303,0,46-60,4k-8k,1,3-5 anos,0
72,-1.535620524417812,-0.7593146785264498,0.37750224567398694,0.1502918130869167,-0.4001820394951169,-0.03938427102527501,1,0.5643096418326504,1.4617333758569997,0,18-25,até 2k,1,5-10 anos,0
73,-1.667002084909572,2.030357180168871,-0.9647463167027506,1.3125139717777536,2.1460451471122015,-0.849696090806203,1,-0.6229686078563467,0.027801041162186874,0,18-25,4k-8k,1,até 1 ano,0
74,-1.4042389639260522,-0.10004815677841737,0.10905253319863947,0.6349510649854654,0.4485603560406559,-0.18898029929252336,0,-0.7466434255322838,1.043097456610503,0,18-25,até 2k,1,5-10 anos,0
75,0.960629124925625,-0.736801339886977,-0.22134711292486525,-1.0157658459160752,-1.2489244350308897,1.0763527731346179,1,-0.5858661625535655,-1.2489689716892565,1,46-60,até 2k,0,3-5 anos,0
76,-1.535620524417812,-0.631637681467458,-0.9027963830545935,0.40119160456884484,0.4485603560406559,0.5465335063547804,1,-1.3773849956795634,1.675919195006371,1,18-25,até 2k,1,até 1 ano,0
77,0.10664898172918605,-0.5201404179515762,-0.8201964715237173,0.5160037238030202,-1.2489244350308897,-0.2700114812706162,1,-1.5628972221934694,1.6300222337600767,0,46-60,até 2k,1,até 1 ano,1
78,-0.6159496009754931,0.12036498826356239,-0.13874720139398902,-0.7947726539377139,-0.4001820394951169,-0.5692035378051126,0,0.30459252471318227,-1.1516117811668152,0,26-35,2k-4k,0,3-5 anos,0
79,-0.09042335900845372,0.22457906687969661,-0.634346670579246,-0.4000392591746946,-0.4001820394951169,-0.3759753346265836,1,0.9477015766280557,-0.680124815636707,0,36-45,2k-4k,1,1-3 anos,0
80,1.092010685417385,-0.6891103076257189,1.864300653229758,-1.0640959597395656,-0.4001820394951169,-0.06431694240314974,0,0.8734966860224934,-1.3727516853535031,0,60+,até 2k,0,10+ anos,0
81,0.4351028829585857,-0.2936057099052518,0.7492018475629296,-0.6550180747981208,0.4485603560406559,-0.6564678876276742,0,-2.3420485735518737,-0.7760911891516847,1,46-60,até 2k,1,5-10 anos,0
82,-1.1414758429425325,2.92478760118622,3.227199193489214,3.8180510383300232,1.2973027515764286,-0.8746287621840778,0,-0.22720919129334763,1.1168107580060653,0,26-35,4k-8k,1,10+ anos,0
83,0.5664844434503455,2.0136703894491967,-0.6962966042274031,0.6764063137805756,0.4485603560406559,-0.8434629229617344,1,-1.0805654332573142,-0.4047430481589448,0,46-60,4k-8k,1,1-3 anos,0
84,-0.8787127219590128,0.132930787020975,2.607699857007643,-0.9905002486217213,-1.2489244350308897,0.16007709999772243,1,0.15618274350205766,-1.413085378569943,0,26-35,2k-4k,0,10+ anos,0
85,0.2380305422209459,-0.24145257449022434,-0.42784689175205565,-0.4849073137007889,-0.4001820394951169,-0.6564678876276742,1,-0.4003539360396597,-0.5313073958381184,0,46-60,até 2k,1,1-3 anos,0
86,1.3547738064009047,-0.17032628145028478,-0.5723967369310888,0.9826796775346887,-1.2489244350308897,1.1760834586461164,1,0.6014120871354316,1.689827365081005,0,60+,até 2k,1,1-3 anos,0
87,-0.8130219417131329,0.3249948262822917,-0.9440963388200316,0.5882366381066556,-0.4001820394951169,-0.3074104883374283,0,-0.004594519476660684,0.46869003252809954,0,26-35,2k-4k,1,até 1 ano,0
88,-1.2728574034342923,-0.940748955522692,-0.9440963388200316,-0.6949747154126577,0.4485603560406559,0.5714661777326551,1,-1.8597167846157185,-0.27539706646484435,1,18-25,até 2k,1,até 1 ano,0
89,-0.8787127219590128,-0.474708094931379,0.21230242261223467,-0.9132750958165512,0.4485603560406559,-0.5006386915159573,0,-0.9445231338137834,-1.1418760621145712,0,26-35,até 2k,0,5-10 anos,0
90,-0.2874956997460935,-1.0183840188654438,-0.3658969581038985,-0.06863610949259198,-1.2489244350308897,0.6462641918662793,1,0.020140444058526753,1.705126352163103,0,36-45,até 2k,1,3-5 anos,0
91,0.8292475644338653,0.09482774500748536,-0.7375965599928412,0.8982471560110735,-1.2489244350308897,-0.21391297067039808,0,0.10671281643168279,1.1321097450881634,0,46-60,2k-4k,1,1-3 anos,0
92,-0.4188772602378533,0.36346663715146443,-0.014847334097674867,-0.3997301712374513,-0.4001820394951169,-1.1862871544075115,1,-1.3773849956795634,-0.7427115809725622,0,36-45,2k-4k,1,3-5 anos,0
93,-0.747331161467253,-0.6311859396192459,-0.6962966042274031,-1.1067500950791345,-1.2489244350308897,-1.042924293984732,1,-1.5010598133555006,-1.4770629609132615,0,26-35,até 2k,0,1-3 anos,0
94,1.157701465663265,1.721448728984263,-0.11809722351127006,-0.9599192754368966,-1.2489244350308897,-0.05185060671421237,0,0.06961037112890163,-1.5229599221595556,1,60+,2k-4k,0,3-5 anos,0
95,-0.6159496009754931,-1.0183840188654438,-0.5517467590483698,-1.0822993659829676,0.4485603560406559,-0.7063332303834235,1,-1.3773849956795634,-1.3018200179728676,1,26-35,até 2k,0,1-3 anos,0
96,1.2890830261550248,-1.0183840188654438,0.7905018033283675,-0.5432827854846849,-1.2489244350308897,-1.4605465395641333,1,-1.6371021127990315,0.296228723602632,0,60+,até 2k,1,5-10 anos,0
97,1.6832277076303042,-0.07546049332572533,0.7698518254456486,0.976296543315559,-1.2489244350308897,-0.29494415264849094,1,-0.42508889957484713,1.507630337103294,0,60+,2k-4k,1,5-10 anos,0
98,-0.22180491950021358,0.873390991569104,-0.3452469802211794,0.5517408457591302,0.4485603560406559,2.8091734338969094,1,-0.47455882664522203,0.005547969042772024,0,36-45,2k-4k,1,3-5 anos,0
99,-0.09042335900845372,1.9283741531296215,-0.5517467590483698,2.9181555584979866,0.4485603560406559,0.37200480670965724,0,-0.8579507614406273,1.2099954975061165,0,36-45,4k-8k,1,1-3 anos,0
100,-0.15611413925433365,-0.6151813712825855,-0.5310967811656508,-0.47288566620225203,1.2973027515764286,-0.9868257833845139,0,-0.6848060166943152,-0.17108579090508563,0,36-45,até 2k,1,1-3 anos,0
101,1.157701465663265,0.9181779690918557,0.6872519139147724,1.3489957146735858,-0.4001820394951169,1.095052276668024,1,0.03250792582612047,0.7426809829983981,0,60+,2k-4k,1,5-10 anos,0
102,0.8949383446797452,-0.3052219288592796,-0.5930467148138079,0.29647167480071795,0.4485603560406559,1.1573839551127105,1,-0.6971734984619089,0.8233483694312781,1,46-60,até 2k,1,1-3 anos,0
103,0.10664898172918605,-0.4112706325324389,-0.7582465378755602,-0.8854384488624013,-0.4001820394951169,-0.03315110318080633,1,0.08197785289649535,-1.1154505389727656,1,46-60,até 2k,0,1-3 anos,0
104,-0.8130219417131329,0.6525998584500491,-0.9234463609373125,-0.0338122018965188,0.4485603560406559,-0.08301644593655579,0,-0.3632514907368785,-0.46454817947987287,1,26-35,2k-4k,1,até 1 ano,0
105,1.157701465663265,0.3693761580637911,-0.3658969581038985,0.6460735475756582,-0.4001820394951169,-1.0927896367404815,0,0.1809177070372451,0.4951155556699049,0,60+,2k-4k,1,3-5 anos,0
106,-1.7326928651554518,-1.0183840188654438,-0.32459700233846045,-1.140468779142035,1.2973027515764286,-0.9244941049398271,0,0.8858641677900871,-1.4742813268983348,0,,até 2k,0,3-5 anos,0
107,-0.15611413925433365,1.5473160753305526,0.8937516927419628,0.37805215763067956,-0.4001820394951169,0.7771607166001212,1,0.848761722487306,-0.4631573624724094,0,36-45,2k-4k,1,5-10 anos,0
108,-1.3385481836801723,1.3831217423375102,-0.7375965599928412,1.0339133447080397,-0.4001820394951169,-0.03938427102527501,1,1.2939910661206797,0.13906640175926266,0,18-25,2k-4k,1,1-3 anos,0
109,-1.2071666231884124,-0.7211378827418238,-0.5104468032829318,0.3191896381880971,2.1460451471122015,1.1075186123569614,1,0.848761722487306,1.7412875943571524,0,26-35,até 2k,1,1-3 anos,0
110,-0.22180491950021358,0.09135209854266915,0.7079018917974916,0.0011006855602757413,-1.2489244350308897,-1.3545826862081658,1,0.2551225976428074,-0.07094696636771773,0,36-45,2k-4k,1,5-10 anos,0
111,-1.7326928651554518,0.19362092144507365,0.7905018033283675,0.9882479435556317,0.4485603560406559,0.2037092749090032,0,-0.4127214178072534,1.115419940998602,0,,2k-4k,1,5-10 anos,0
112,1.092010685417385,-0.04138625106057758,-0.5104468032829318,-0.18129866261775762,0.4485603560406559,-0.8870950978730151,1,-0.37561897250447224,-0.21837356915884285,0,60+,2k-4k,1,1-3 anos,0
113,-1.2728574034342923,-0.6743872110625583,-0.3658969581038985,0.0570737011046902,-0.4001820394951169,0.8706582342671514,0,-0.8579507614406273,1.047269907632893,0,18-25,até 2k,1,3-5 anos,0
114,-0.22180491950021358,-0.7488969583533933,-0.634346670579246,-0.3223645239153523,2.1460451471122015,-0.6128357127163934,1,0.020140444058526753,0.34768895287877977,1,36-45,até 2k,1,1-3 anos,0
115,-1.0757850626966525,-0.2945921665942051,1.7817007416988813,0.629710619504023,0.4485603560406559,-1.6039093999869127,0,0.7003519412761813,1.3602037343121682,0,26-35,até 2k,1,10+ anos,0
116,1.5518461471385443,1.0558025060329075,-0.8821464051718745,0.34035279558813136,2.1460451471122015,0.17877660353112848,1,-0.7095409802295026,-0.2920868705544057,0,60+,2k-4k,1,até 1 ano,0
117,-0.681640381221373,0.2471753785116979,1.8023507195816006,0.45550210166293564,-1.2489244350308897,0.26604095335369005,1,-0.016962001244254402,0.3796777440504389,0,26-35,2k-4k,1,10+ anos,0
118,-1.2728574034342923,-0.555385501333519,0.1916524447295155,-0.11518194295108719,-0.4001820394951169,2.2980536706504786,1,-0.6600710531591278,0.46869003252809954,1,18-25,até 2k,1,5-10 anos,0
119,0.5007936632044656,0.5114351404944364,-0.22134711292486525,0.0763120836228005,1.2973027515764286,0.09774542155303563,0,0.21802015234002625,-0.26983379843499056,1,46-60,2k-4k,1,3-5 anos,0
120,0.5007936632044656,-1.0183840188654438,-0.9647463167027506,-1.0542800761568103,1.2973027515764286,-1.4792460430975394,1,-0.5240287537155969,-1.2197618145325242,0,46-60,até 2k,0,até 1 ano,0
121,0.36941210271270575,1.0201149000241445,-0.3452469802211794,-0.8714967096325049,-0.4001820394951169,1.182316626490585,0,-0.7219084619970964,-1.3950047574729183,0,46-60,2k-4k,0,3-5 anos,0
122,-1.4699297441719321,-1.0183840188654438,-0.4691468475174937,-1.2037194106633586,-1.2489244350308897,-0.4570065166046765,1,-0.6600710531591278,-1.6620416229058999,0,18-25,até 2k,0,1-3 anos,0
123,0.960629124925625,-0.5497156801773866,-0.8201964715237173,0.31939569681292596,-0.4001820394951169,-0.8060639158949223,1,0.5148397147622755,1.3143067730658746,1,46-60,até 2k,1,até 1 ano,0
124,0.7635567841879853,-0.9880159035999142,0.08840255531592033,-0.9372575098562891,0.4485603560406559,0.5589998420437177,0,-0.07879941008222299,-0.8984830858084681,1,46-60,até 2k,0,5-10 anos,0
125,0.8949383446797452,-1.0183840188654438,2.6489998127730807,-0.9756078298272738,0.4485603560406559,-0.20144663498146073,1,-0.4127214178072534,-0.9861045572786652,1,46-60,até 2k,0,10+ anos,0
126,0.04095820148330613,1.0380278471889668,-0.15939717927670818,1.5606741201795709,0.4485603560406559,-0.5629703699606439,1,0.26749007941040115,0.8386473565133762,0,36-45,2k-4k,1,3-5 anos,0
127,-1.3385481836801723,-0.6210079192023835,0.29490233414311073,-0.6870742404106974,-0.4001820394951169,-0.6377683840942681,1,-0.4003539360396597,-0.6091931482560712,0,18-25,até 2k,1,5-10 anos,0
128,-1.2071666231884124,0.04188175655273861,-0.9234463609373125,0.050610953325967774,-0.4001820394951169,-0.9992921190734513,0,1.1332138031419614,0.03892757722189445,0,26-35,2k-4k,1,até 1 ano,0
129,-1.2728574034342923,-0.3120810295749913,-0.4484968696347746,-0.8872086797757036,1.2973027515764286,1.5189076900918939,1,-0.9445231338137834,-1.1557842321892056,1,18-25,até 2k,0,1-3 anos,0
130,-1.0100942824507726,0.17556968595937034,-0.8821464051718745,1.355641105324316,1.2973027515764286,-0.6689342233166115,1,-0.16537178245537903,1.6147232466779793,0,26-35,2k-4k,1,até 1 ano,0
131,0.4351028829585857,-0.20816196604340376,-0.03549731198039383,0.650007394049663,0.4485603560406559,1.1075186123569614,1,-1.3773849956795634,1.2392026546628487,1,46-60,até 2k,1,3-5 anos,0
132,0.36941210271270575,-1.0183840188654438,1.864300653229758,-0.21192646730822542,1.2973027515764286,1.344378990446771,1,-0.3261490454340974,1.2795363478792885,1,46-60,até 2k,1,10+ anos,0
133,1.3547738064009047,0.8027809749271216,0.10905253319863947,0.1937842323774937,0.4485603560406559,0.29720679257603344,1,-1.6494695945666253,-0.3059950406290402,1,60+,2k-4k,1,5-10 anos,0
134,-0.2874956997460935,-0.6380819172205258,-0.9234463609373125,0.037512181197643754,0.4485603560406559,-0.830996587272797,1,0.7498218683465562,0.9290504619985002,0,36-45,até 2k,1,até 1 ano,0
135,-0.22180491950021358,-1.0183840188654438,-0.5517467590483698,-1.054790539568318,-0.4001820394951169,-0.6377683840942681,0,0.7745568318817436,-1.2211526315399877,0,36-45,até 2k,0,1-3 anos,0
